semana,dia_semana,hora,zona,capacidad,ocupados,prob_ocupado
2,4,15,C,6,3,0.5
2,4,15,D,4,0,0.0
2,4,16,A,6,0,0.0
2,4,16,B,4,0,0.0
2,4,16,C,6,1,0.167
2,4,16,D,4,1,0.25
2,4,17,A,6,1,0.167
2,4,17,B,4,0,0.0
2,4,17,C,6,0,0.0
2,4,17,D,4,1,0.25
2,4,18,A,6,0,0.0
2,4,18,B,4,0,0.0
2,4,18,C,6,1,0.167
2,4,18,D,4,0,0.0
2,5,6,A,6,0,0.0
2,5,6,B,4,0,0.0
2,5,6,C,6,1,0.167
2,5,6,D,4,0,0.0
2,5,7,A,6,1,0.167
2,5,7,B,4,0,0.0
2,5,7,C,6,1,0.167
2,5,7,D,4,1,0.25
2,5,8,A,6,2,0.333
2,5,8,B,4,1,0.25
2,5,8,C,6,1,0.167
2,5,8,D,4,0,0.0
2,5,9,A,6,1,0.167
2,5,9,B,4,0,0.0
2,5,9,C,6,0,0.0
2,5,9,D,4,0,0.0
2,5,10,A,6,0,0.0
2,5,10,B,4,0,0.0
2,5,10,C,6,0,0.0
2,5,10,D,4,0,0.0
2,5,11,A,6,0,0.0
2,5,11,B,4,0,0.0
2,5,11,C,6,1,0.167
2,5,11,D,4,0,0.0
2,5,12,A,6,1,0.167
2,5,12,B,4,1,0.25
2,5,12,C,6,0,0.0
2,5,12,D,4,0,0.0
2,5,13,A,6,0,0.0
2,5,13,B,4,0,0.0
2,5,13,C,6,0,0.0
2,5,13,D,4,0,0.0
2,5,14,A,6,0,0.0
2,5,14,B,4,0,0.0
2,5,14,C,6,1,0.167
2,5,14,D,4,1,0.25
2,5,15,A,6,0,0.0
2,5,15,B,4,0,0.0
2,5,15,C,6,1,0.167
2,5,15,D,4,0,0.0
2,5,16,A,6,0,0.0
2,5,16,B,4,0,0.0
2,5,16,C,6,0,0.0
2,5,16,D,4,1,0.25
2,5,17,A,6,0,0.0
2,5,17,B,4,0,0.0
2,5,17,C,6,0,0.0
2,5,17,D,4,0,0.0
2,5,18,A,6,0,0.0
2,5,18,B,4,0,0.0
2,5,18,C,6,0,0.0
2,5,18,D,4,0,0.0
3,0,6,A,6,2,0.333
3,0,6,B,4,1,0.25
3,0,6,C,6,0,0.0
3,0,6,D,4,1,0.25
3,0,7,A,6,2,0.333
3,0,7,B,4,2,0.5
3,0,7,C,6,2,0.333
3,0,7,D,4,2,0.5
3,0,8,A,6,2,0.333
3,0,8,B,4,2,0.5
3,0,8,C,6,3,0.5
3,0,8,D,4,1,0.25
3,0,9,A,6,4,0.667
3,0,9,B,4,2,0.5
3,0,9,C,6,2,0.333
3,0,9,D,4,1,0.25
3,0,10,A,6,2,0.333
3,0,10,B,4,2,0.5
3,0,10,C,6,1,0.167
3,0,10,D,4,0,0.0
3,0,11,A,6,2,0.333
3,0,11,B,4,0,0.0
3,0,11,C,6,1,0.167
3,0,11,D,4,1,0.25
3,0,12,A,6,2,0.333
3,0,12,B,4,1,0.25
3,0,12,C,6,3,0.5
3,0,12,D,4,1,0.25
3,0,13,A,6,3,0.5
3,0,13,B,4,1,0.25
3,0,13,C,6,2,0.333
3,0,13,D,4,2,0.5
3,0,14,A,6,2,0.333
3,0,14,B,4,1,0.25
3,0,14,C,6,1,0.167
3,0,14,D,4,1,0.25
3,0,15,A,6,1,0.167
3,0,15,B,4,1,0.25
3,0,15,C,6,1,0.167
3,0,15,D,4,0,0.0
3,0,16,A,6,1,0.167
3,0,16,B,4,1,0.25
3,0,16,C,6,1,0.167
3,0,16,D,4,0,0.0
3,0,17,A,6,1,0.167
3,0,17,B,4,0,0.0
3,0,17,C,6,1,0.167
3,0,17,D,4,0,0.0
3,0,18,A,6,0,0.0
3,0,18,B,4,0,0.0
3,0,18,C,6,0,0.0
3,0,18,D,4,0,0.0
3,1,6,A,6,2,0.333
3,1,6,B,4,1,0.25
3,1,6,C,6,2,0.333
3,1,6,D,4,0,0.0
3,1,7,A,6,3,0.5
3,1,7,B,4,2,0.5
3,1,7,C,6,2,0.333
3,1,7,D,4,1,0.25
3,1,8,A,6,4,0.667
3,1,8,B,4,2,0.5
3,1,8,C,6,2,0.333
3,1,8,D,4,1,0.25
3,1,9,A,6,4,0.667
3,1,9,B,4,2,0.5
3,1,9,C,6,2,0.333
3,1,9,D,4,1,0.25
3,1,10,A,6,2,0.333
3,1,10,B,4,1,0.25
3,1,10,C,6,1,0.167
3,1,10,D,4,0,0.0
3,1,11,A,6,2,0.333
3,1,11,B,4,1,0.25
3,1,11,C,6,0,0.0
3,1,11,D,4,0,0.0
3,1,12,A,6,2,0.333
3,1,12,B,4,2,0.5
3,1,12,C,6,2,0.333
3,1,12,D,4,2,0.5
3,1,13,A,6,2,0.333
3,1,13,B,4,1,0.25
3,1,13,C,6,3,0.5
3,1,13,D,4,1,0.25
3,1,14,A,6,4,0.667
3,1,14,B,4,1,0.25
3,1,14,C,6,2,0.333
3,1,14,D,4,2,0.5
3,1,15,A,6,2,0.333
3,1,15,B,4,1,0.25
3,1,15,C,6,1,0.167
3,1,15,D,4,1,0.25
3,1,16,A,6,2,0.333
3,1,16,B,4,0,0.0
3,1,16,C,6,2,0.333
3,1,16,D,4,1,0.25
3,1,17,A,6,0,0.0
3,1,17,B,4,0,0.0
3,1,17,C,6,0,0.0
3,1,17,D,4,0,0.0
3,1,18,A,6,0,0.0
3,1,18,B,4,0,0.0
3,1,18,C,6,0,0.0
3,1,18,D,4,0,0.0
3,2,6,A,6,1,0.167
3,2,6,B,4,1,0.25
3,2,6,C,6,0,0.0
3,2,6,D,4,1,0.25
3,2,7,A,6,2,0.333
3,2,7,B,4,2,0.5
3,2,7,C,6,3,0.5
3,2,7,D,4,1,0.25
3,2,8,A,6,4,0.667
3,2,8,B,4,2,0.5
3,2,8,C,6,2,0.333
3,2,8,D,4,1,0.25
3,2,9,A,6,3,0.5
3,2,9,B,4,2,0.5
3,2,9,C,6,1,0.167
3,2,9,D,4,1,0.25
3,2,10,A,6,2,0.333
3,2,10,B,4,1,0.25
3,2,10,C,6,0,0.0
3,2,10,D,4,0,0.0
3,2,11,A,6,2,0.333
3,2,11,B,4,2,0.5
3,2,11,C,6,2,0.333
3,2,11,D,4,1,0.25
3,2,12,A,6,3,0.5
3,2,12,B,4,1,0.25
3,2,12,C,6,2,0.333
3,2,12,D,4,1,0.25
3,2,13,A,6,3,0.5
3,2,13,B,4,0,0.0
3,2,13,C,6,3,0.5
3,2,13,D,4,1,0.25
3,2,14,A,6,3,0.5
3,2,14,B,4,2,0.5
3,2,14,C,6,2,0.333
3,2,14,D,4,0,0.0
3,2,15,A,6,1,0.167
3,2,15,B,4,0,0.0
3,2,15,C,6,2,0.333
3,2,15,D,4,1,0.25
3,2,16,A,6,1,0.167
3,2,16,B,4,1,0.25
3,2,16,C,6,1,0.167
3,2,16,D,4,0,0.0
3,2,17,A,6,1,0.167
3,2,17,B,4,0,0.0
3,2,17,C,6,1,0.167
3,2,17,D,4,0,0.0
3,2,18,A,6,0,0.0
3,2,18,B,4,0,0.0
3,2,18,C,6,0,0.0
3,2,18,D,4,0,0.0
3,3,6,A,6,0,0.0
3,3,6,B,4,1,0.25
3,3,6,C,6,2,0.333
3,3,6,D,4,1,0.25
3,3,7,A,6,4,0.667
3,3,7,B,4,1,0.25
3,3,7,C,6,2,0.333
3,3,7,D,4,2,0.5
3,3,8,A,6,4,0.667
3,3,8,B,4,2,0.5
3,3,8,C,6,2,0.333
3,3,8,D,4,1,0.25
3,3,9,A,6,3,0.5
3,3,9,B,4,2,0.5
3,3,9,C,6,2,0.333
3,3,9,D,4,2,0.5
3,3,10,A,6,1,0.167
3,3,10,B,4,2,0.5
3,3,10,C,6,1,0.167
3,3,10,D,4,2,0.5
3,3,11,A,6,2,0.333
3,3,11,B,4,1,0.25
3,3,11,C,6,1,0.167
3,3,11,D,4,2,0.5
3,3,12,A,6,1,0.167
3,3,12,B,4,1,0.25
3,3,12,C,6,2,0.333
3,3,12,D,4,1,0.25
3,3,13,A,6,3,0.5
3,3,13,B,4,2,0.5
3,3,13,C,6,2,0.333
3,3,13,D,4,1,0.25
3,3,14,A,6,3,0.5
3,3,14,B,4,1,0.25
3,3,14,C,6,2,0.333
3,3,14,D,4,1,0.25
3,3,15,A,6,2,0.333
3,3,15,B,4,1,0.25
3,3,15,C,6,2,0.333
3,3,15,D,4,1,0.25
3,3,16,A,6,1,0.167
3,3,16,B,4,0,0.0
3,3,16,C,6,1,0.167
3,3,16,D,4,0,0.0
3,3,17,A,6,1,0.167
3,3,17,B,4,0,0.0
3,3,17,C,6,2,0.333
3,3,17,D,4,1,0.25
3,3,18,A,6,0,0.0
3,3,18,B,4,0,0.0
3,3,18,C,6,1,0.167
3,3,18,D,4,0,0.0
3,4,6,A,6,1,0.167
3,4,6,B,4,1,0.25
3,4,6,C,6,1,0.167
3,4,6,D,4,1,0.25
3,4,7,A,6,2,0.333
3,4,7,B,4,0,0.0
3,4,7,C,6,2,0.333
3,4,7,D,4,1,0.25
3,4,8,A,6,2,0.333
3,4,8,B,4,2,0.5
3,4,8,C,6,2,0.333
3,4,8,D,4,2,0.5
3,4,9,A,6,2,0.333
3,4,9,B,4,0,0.0
3,4,9,C,6,1,0.167
3,4,9,D,4,1,0.25
3,4,10,A,6,1,0.167
3,4,10,B,4,0,0.0
3,4,10,C,6,2,0.333
3,4,10,D,4,0,0.0
3,4,11,A,6,2,0.333
3,4,11,B,4,1,0.25
3,4,11,C,6,2,0.333
3,4,11,D,4,1,0.25
3,4,12,A,6,2,0.333
3,4,12,B,4,1,0.25
3,4,12,C,6,2,0.333
3,4,12,D,4,1,0.25
3,4,13,A,6,2,0.333
3,4,13,B,4,0,0.0
3,4,13,C,6,2,0.333
3,4,13,D,4,0,0.0
3,4,14,A,6,1,0.167
3,4,14,B,4,1,0.25
3,4,14,C,6,1,0.167
3,4,14,D,4,1,0.25
3,4,15,A,6,1,0.167
3,4,15,B,4,1,0.25
3,4,15,C,6,1,0.167
3,4,15,D,4,1,0.25
3,4,16,A,6,0,0.0
3,4,16,B,4,0,0.0
3,4,16,C,6,0,0.0
3,4,16,D,4,0,0.0
3,4,17,A,6,1,0.167
3,4,17,B,4,1,0.25
3,4,17,C,6,1,0.167
3,4,17,D,4,0,0.0
3,4,18,A,6,1,0.167
3,4,18,B,4,0,0.0
3,4,18,C,6,1,0.167
3,4,18,D,4,0,0.0
3,5,6,A,6,0,0.0
3,5,6,B,4,1,0.25
3,5,6,C,6,1,0.167
3,5,6,D,4,0,0.0
3,5,7,A,6,1,0.167
3,5,7,B,4,0,0.0
3,5,7,C,6,0,0.0
3,5,7,D,4,0,0.0
3,5,8,A,6,1,0.167
3,5,8,B,4,0,0.0
3,5,8,C,6,0,0.0
3,5,8,D,4,0,0.0
3,5,9,A,6,0,0.0
3,5,9,B,4,0,0.0
3,5,9,C,6,0,0.0
3,5,9,D,4,1,0.25
3,5,10,A,6,0,0.0
3,5,10,B,4,0,0.0
3,5,10,C,6,1,0.167
3,5,10,D,4,0,0.0
3,5,11,A,6,0,0.0
3,5,11,B,4,1,0.25
3,5,11,C,6,1,0.167
3,5,11,D,4,0,0.0
3,5,12,A,6,1,0.167
3,5,12,B,4,0,0.0
3,5,12,C,6,0,0.0
3,5,12,D,4,0,0.0
3,5,13,A,6,0,0.0
3,5,13,B,4,1,0.25
3,5,13,C,6,1,0.167
3,5,13,D,4,0,0.0
3,5,14,A,6,1,0.167
3,5,14,B,4,1,0.25
3,5,14,C,6,0,0.0
3,5,14,D,4,1,0.25
3,5,15,A,6,1,0.167
3,5,15,B,4,1,0.25
3,5,15,C,6,0,0.0
3,5,15,D,4,0,0.0
3,5,16,A,6,0,0.0
3,5,16,B,4,0,0.0
3,5,16,C,6,0,0.0
3,5,16,D,4,0,0.0
3,5,17,A,6,0,0.0
3,5,17,B,4,0,0.0
3,5,17,C,6,0,0.0
3,5,17,D,4,0,0.0
3,5,18,A,6,0,0.0
3,5,18,B,4,0,0.0
3,5,18,C,6,1,0.167
3,5,18,D,4,0,0.0
4,0,6,A,6,1,0.167
4,0,6,B,4,0,0.0
4,0,6,C,6,0,0.0
4,0,6,D,4,0,0.0
4,0,7,A,6,2,0.333
4,0,7,B,4,2,0.5
4,0,7,C,6,2,0.333
4,0,7,D,4,1,0.25
4,0,8,A,6,4,0.667
4,0,8,B,4,2,0.5
4,0,8,C,6,2,0.333
4,0,8,D,4,2,0.5
4,0,9,A,6,2,0.333
4,0,9,B,4,1,0.25
4,0,9,C,6,3,0.5
4,0,9,D,4,1,0.25
4,0,10,A,6,2,0.333
4,0,10,B,4,2,0.5
4,0,10,C,6,3,0.5
4,0,10,D,4,0,0.0
4,0,11,A,6,1,0.167
4,0,11,B,4,1,0.25
4,0,11,C,6,1,0.167
4,0,11,D,4,0,0.0
4,0,12,A,6,2,0.333
4,0,12,B,4,1,0.25
4,0,12,C,6,2,0.333
4,0,12,D,4,1,0.25
4,0,13,A,6,3,0.5
4,0,13,B,4,1,0.25
4,0,13,C,6,2,0.333
4,0,13,D,4,2,0.5
4,0,14,A,6,2,0.333
4,0,14,B,4,1,0.25
4,0,14,C,6,2,0.333
4,0,14,D,4,1,0.25
4,0,15,A,6,2,0.333
4,0,15,B,4,1,0.25
4,0,15,C,6,1,0.167
4,0,15,D,4,1,0.25
4,0,16,A,6,2,0.333
4,0,16,B,4,0,0.0
4,0,16,C,6,0,0.0
4,0,16,D,4,0,0.0
4,0,17,A,6,1,0.167
4,0,17,B,4,0,0.0
4,0,17,C,6,0,0.0
4,0,17,D,4,0,0.0
4,0,18,A,6,0,0.0
4,0,18,B,4,0,0.0
4,0,18,C,6,1,0.167
4,0,18,D,4,1,0.25
4,1,6,A,6,1,0.167
4,1,6,B,4,1,0.25
4,1,6,C,6,2,0.333
4,1,6,D,4,0,0.0
4,1,7,A,6,2,0.333
4,1,7,B,4,1,0.25
4,1,7,C,6,2,0.333
4,1,7,D,4,1,0.25
4,1,8,A,6,3,0.5
4,1,8,B,4,2,0.5
4,1,8,C,6,2,0.333
4,1,8,D,4,2,0.5
4,1,9,A,6,3,0.5
4,1,9,B,4,2,0.5
4,1,9,C,6,1,0.167
4,1,9,D,4,0,0.0
4,1,10,A,6,2,0.333
4,1,10,B,4,1,0.25
4,1,10,C,6,1,0.167
4,1,10,D,4,1,0.25
4,1,11,A,6,2,0.333
4,1,11,B,4,2,0.5
4,1,11,C,6,2,0.333
4,1,11,D,4,0,0.0
4,1,12,A,6,2,0.333
4,1,12,B,4,2,0.5
4,1,12,C,6,2,0.333
4,1,12,D,4,1,0.25
4,1,13,A,6,2,0.333
4,1,13,B,4,2,0.5
4,1,13,C,6,3,0.5
4,1,13,D,4,0,0.0
4,1,14,A,6,4,0.667
4,1,14,B,4,0,0.0
4,1,14,C,6,2,0.333
4,1,14,D,4,0,0.0
4,1,15,A,6,2,0.333
4,1,15,B,4,1,0.25
4,1,15,C,6,1,0.167
4,1,15,D,4,1,0.25
4,1,16,A,6,1,0.167
4,1,16,B,4,0,0.0
4,1,16,C,6,0,0.0
4,1,16,D,4,1,0.25
4,1,17,A,6,1,0.167
4,1,17,B,4,1,0.25
4,1,17,C,6,0,0.0
4,1,17,D,4,0,0.0
4,1,18,A,6,0,0.0
4,1,18,B,4,0,0.0
4,1,18,C,6,0,0.0
4,1,18,D,4,0,0.0
4,2,6,A,6,2,0.333
4,2,6,B,4,0,0.0
4,2,6,C,6,1,0.167
4,2,6,D,4,1,0.25
4,2,7,A,6,3,0.5
4,2,7,B,4,1,0.25
4,2,7,C,6,2,0.333
4,2,7,D,4,1,0.25
4,2,8,A,6,3,0.5
4,2,8,B,4,2,0.5
4,2,8,C,6,4,0.667
4,2,8,D,4,1,0.25
4,2,9,A,6,3,0.5
4,2,9,B,4,1,0.25
4,2,9,C,6,2,0.333
4,2,9,D,4,2,0.5
4,2,10,A,6,2,0.333
4,2,10,B,4,1,0.25
4,2,10,C,6,2,0.333
4,2,10,D,4,1,0.25
4,2,11,A,6,2,0.333
4,2,11,B,4,1,0.25
4,2,11,C,6,1,0.167
4,2,11,D,4,2,0.5
4,2,12,A,6,4,0.667
4,2,12,B,4,1,0.25
4,2,12,C,6,2,0.333
4,2,12,D,4,2,0.5
4,2,13,A,6,2,0.333
4,2,13,B,4,2,0.5
4,2,13,C,6,1,0.167
4,2,13,D,4,1,0.25
4,2,14,A,6,2,0.333
4,2,14,B,4,1,0.25
4,2,14,C,6,2,0.333
4,2,14,D,4,0,0.0
4,2,15,A,6,2,0.333
4,2,15,B,4,1,0.25
4,2,15,C,6,1,0.167
4,2,15,D,4,1,0.25
4,2,16,A,6,2,0.333
4,2,16,B,4,1,0.25
4,2,16,C,6,1,0.167
4,2,16,D,4,0,0.0
4,2,17,A,6,1,0.167
4,2,17,B,4,0,0.0
4,2,17,C,6,1,0.167
4,2,17,D,4,0,0.0
4,2,18,A,6,0,0.0
4,2,18,B,4,1,0.25
4,2,18,C,6,1,0.167
4,2,18,D,4,0,0.0
4,3,6,A,6,0,0.0
4,3,6,B,4,1,0.25
4,3,6,C,6,1,0.167
4,3,6,D,4,0,0.0
4,3,7,A,6,2,0.333
4,3,7,B,4,1,0.25
4,3,7,C,6,2,0.333
4,3,7,D,4,1,0.25
4,3,8,A,6,3,0.5
4,3,8,B,4,1,0.25
4,3,8,C,6,2,0.333
4,3,8,D,4,1,0.25
4,3,9,A,6,2,0.333
4,3,9,B,4,0,0.0
4,3,9,C,6,2,0.333
4,3,9,D,4,0,0.0
4,3,10,A,6,3,0.5
4,3,10,B,4,0,0.0
4,3,10,C,6,2,0.333
4,3,10,D,4,1,0.25
4,3,11,A,6,2,0.333
4,3,11,B,4,1,0.25
4,3,11,C,6,2,0.333
4,3,11,D,4,0,0.0
4,3,12,A,6,2,0.333
4,3,12,B,4,1,0.25
4,3,12,C,6,2,0.333
4,3,12,D,4,1,0.25
4,3,13,A,6,2,0.333
4,3,13,B,4,1,0.25
4,3,13,C,6,3,0.5
4,3,13,D,4,0,0.0
4,3,14,A,6,2,0.333
4,3,14,B,4,1,0.25
4,3,14,C,6,3,0.5
4,3,14,D,4,1,0.25
4,3,15,A,6,2,0.333
4,3,15,B,4,1,0.25
4,3,15,C,6,1,0.167
4,3,15,D,4,1,0.25
4,3,16,A,6,0,0.0
4,3,16,B,4,0,0.0
4,3,16,C,6,2,0.333
4,3,16,D,4,1,0.25
4,3,17,A,6,1,0.167
4,3,17,B,4,0,0.0
4,3,17,C,6,0,0.0
4,3,17,D,4,0,0.0
4,3,18,A,6,1,0.167
4,3,18,B,4,1,0.25
4,3,18,C,6,1,0.167
4,3,18,D,4,0,0.0
4,4,6,A,6,0,0.0
4,4,6,B,4,0,0.0
4,4,6,C,6,1,0.167
4,4,6,D,4,0,0.0
4,4,7,A,6,2,0.333
4,4,7,B,4,2,0.5
4,4,7,C,6,2,0.333
4,4,7,D,4,1,0.25
4,4,8,A,6,3,0.5
4,4,8,B,4,1,0.25
4,4,8,C,6,2,0.333
4,4,8,D,4,2,0.5
4,4,9,A,6,2,0.333
4,4,9,B,4,1,0.25
4,4,9,C,6,2,0.333
4,4,9,D,4,1,0.25
4,4,10,A,6,1,0.167
4,4,10,B,4,1,0.25
4,4,10,C,6,1,0.167
4,4,10,D,4,0,0.0
4,4,11,A,6,2,0.333
4,4,11,B,4,1,0.25
4,4,11,C,6,1,0.167
4,4,11,D,4,0,0.0
4,4,12,A,6,2,0.333
4,4,12,B,4,1,0.25
4,4,12,C,6,1,0.167
4,4,12,D,4,2,0.5
4,4,13,A,6,2,0.333
4,4,13,B,4,1,0.25
4,4,13,C,6,1,0.167
4,4,13,D,4,1,0.25
4,4,14,A,6,2,0.333
4,4,14,B,4,1,0.25
4,4,14,C,6,2,0.333
4,4,14,D,4,0,0.0
4,4,15,A,6,1,0.167
4,4,15,B,4,1,0.25
4,4,15,C,6,2,0.333
4,4,15,D,4,0,0.0
4,4,16,A,6,1,0.167
4,4,16,B,4,0,0.0
4,4,16,C,6,0,0.0
4,4,16,D,4,0,0.0
4,4,17,A,6,0,0.0
4,4,17,B,4,0,0.0
4,4,17,C,6,0,0.0
4,4,17,D,4,0,0.0
4,4,18,A,6,0,0.0
4,4,18,B,4,1,0.25
4,4,18,C,6,0,0.0
4,4,18,D,4,0,0.0
4,5,6,A,6,0,0.0
4,5,6,B,4,0,0.0
4,5,6,C,6,0,0.0
4,5,6,D,4,0,0.0
4,5,7,A,6,1,0.167
4,5,7,B,4,0,0.0
4,5,7,C,6,1,0.167
4,5,7,D,4,1,0.25
4,5,8,A,6,0,0.0
4,5,8,B,4,0,0.0
4,5,8,C,6,1,0.167
4,5,8,D,4,0,0.0
4,5,9,A,6,2,0.333
4,5,9,B,4,0,0.0
4,5,9,C,6,0,0.0
4,5,9,D,4,0,0.0
4,5,10,A,6,0,0.0
4,5,10,B,4,0,0.0
4,5,10,C,6,1,0.167
4,5,10,D,4,0,0.0
4,5,11,A,6,0,0.0
4,5,11,B,4,0,0.0
4,5,11,C,6,1,0.167
4,5,11,D,4,0,0.0
4,5,12,A,6,1,0.167
4,5,12,B,4,1,0.25
4,5,12,C,6,0,0.0
4,5,12,D,4,1,0.25
4,5,13,A,6,0,0.0
4,5,13,B,4,1,0.25
4,5,13,C,6,0,0.0
4,5,13,D,4,0,0.0
4,5,14,A,6,2,0.333
4,5,14,B,4,0,0.0
4,5,14,C,6,0,0.0
4,5,14,D,4,0,0.0
4,5,15,A,6,0,0.0
4,5,15,B,4,0,0.0
4,5,15,C,6,1,0.167
4,5,15,D,4,0,0.0
4,5,16,A,6,0,0.0
4,5,16,B,4,0,0.0
4,5,16,C,6,0,0.0
4,5,16,D,4,0,0.0
4,5,17,A,6,0,0.0
4,5,17,B,4,0,0.0
4,5,17,C,6,0,0.0
4,5,17,D,4,0,0.0
4,5,18,A,6,0,0.0
4,5,18,B,4,0,0.0
4,5,18,C,6,0,0.0
4,5,18,D,4,0,0.0
5,0,6,A,6,0,0.0
5,0,6,B,4,0,0.0
5,0,6,C,6,1,0.167
5,0,6,D,4,0,0.0
5,0,7,A,6,2,0.333
5,0,7,B,4,1,0.25
5,0,7,C,6,2,0.333
5,0,7,D,4,1,0.25
5,0,8,A,6,3,0.5
5,0,8,B,4,2,0.5
5,0,8,C,6,4,0.667
5,0,8,D,4,0,0.0
5,0,9,A,6,2,0.333
5,0,9,B,4,1,0.25
5,0,9,C,6,2,0.333
5,0,9,D,4,2,0.5
5,0,10,A,6,2,0.333
5,0,10,B,4,1,0.25
5,0,10,C,6,2,0.333
5,0,10,D,4,0,0.0
5,0,11,A,6,2,0.333
5,0,11,B,4,0,0.0
5,0,11,C,6,2,0.333
5,0,11,D,4,1,0.25
5,0,12,A,6,3,0.5
5,0,12,B,4,2,0.5
5,0,12,C,6,2,0.333
5,0,12,D,4,2,0.5
5,0,13,A,6,3,0.5
5,0,13,B,4,1,0.25
5,0,13,C,6,2,0.333
5,0,13,D,4,1,0.25
5,0,14,A,6,2,0.333
5,0,14,B,4,0,0.0
5,0,14,C,6,2,0.333
5,0,14,D,4,1,0.25
5,0,15,A,6,2,0.333
5,0,15,B,4,2,0.5
5,0,15,C,6,2,0.333
5,0,15,D,4,0,0.0
5,0,16,A,6,0,0.0
5,0,16,B,4,1,0.25
5,0,16,C,6,0,0.0
5,0,16,D,4,0,0.0
5,0,17,A,6,1,0.167
5,0,17,B,4,0,0.0
5,0,17,C,6,0,0.0
5,0,17,D,4,0,0.0
5,0,18,A,6,1,0.167
5,0,18,B,4,0,0.0
5,0,18,C,6,1,0.167
5,0,18,D,4,0,0.0
5,1,6,A,6,2,0.333
5,1,6,B,4,1,0.25
5,1,6,C,6,0,0.0
5,1,6,D,4,1,0.25
5,1,7,A,6,2,0.333
5,1,7,B,4,2,0.5
5,1,7,C,6,2,0.333
5,1,7,D,4,2,0.5
5,1,8,A,6,4,0.667
5,1,8,B,4,1,0.25
5,1,8,C,6,3,0.5
5,1,8,D,4,2,0.5
5,1,9,A,6,2,0.333
5,1,9,B,4,1,0.25
5,1,9,C,6,2,0.333
5,1,9,D,4,1,0.25
5,1,10,A,6,3,0.5
5,1,10,B,4,2,0.5
5,1,10,C,6,1,0.167
5,1,10,D,4,1,0.25
5,1,11,A,6,2,0.333
5,1,11,B,4,2,0.5
5,1,11,C,6,2,0.333
5,1,11,D,4,1,0.25
5,1,12,A,6,3,0.5
5,1,12,B,4,1,0.25
5,1,12,C,6,3,0.5
5,1,12,D,4,2,0.5
5,1,13,A,6,4,0.667
5,1,13,B,4,2,0.5
5,1,13,C,6,2,0.333
5,1,13,D,4,1,0.25
5,1,14,A,6,2,0.333
5,1,14,B,4,1,0.25
5,1,14,C,6,2,0.333
5,1,14,D,4,1,0.25
5,1,15,A,6,2,0.333
5,1,15,B,4,1,0.25
5,1,15,C,6,1,0.167
5,1,15,D,4,0,0.0
5,1,16,A,6,1,0.167
5,1,16,B,4,0,0.0
5,1,16,C,6,2,0.333
5,1,16,D,4,1,0.25
5,1,17,A,6,1,0.167
5,1,17,B,4,0,0.0
5,1,17,C,6,2,0.333
5,1,17,D,4,0,0.0
5,1,18,A,6,0,0.0
5,1,18,B,4,0,0.0
5,1,18,C,6,0,0.0
5,1,18,D,4,0,0.0
5,2,6,A,6,1,0.167
5,2,6,B,4,0,0.0
5,2,6,C,6,1,0.167
5,2,6,D,4,0,0.0
5,2,7,A,6,2,0.333
5,2,7,B,4,1,0.25
5,2,7,C,6,2,0.333
5,2,7,D,4,1,0.25
5,2,8,A,6,4,0.667
5,2,8,B,4,1,0.25
5,2,8,C,6,3,0.5
5,2,8,D,4,0,0.0
5,2,9,A,6,3,0.5
5,2,9,B,4,2,0.5
5,2,9,C,6,2,0.333
5,2,9,D,4,1,0.25
5,2,10,A,6,3,0.5
5,2,10,B,4,1,0.25
5,2,10,C,6,1,0.167
5,2,10,D,4,0,0.0
5,2,11,A,6,3,0.5
5,2,11,B,4,1,0.25
5,2,11,C,6,1,0.167
5,2,11,D,4,0,0.0
5,2,12,A,6,2,0.333
5,2,12,B,4,2,0.5
5,2,12,C,6,2,0.333
5,2,12,D,4,0,0.0
5,2,13,A,6,4,0.667
5,2,13,B,4,2,0.5
5,2,13,C,6,2,0.333
5,2,13,D,4,1,0.25
5,2,14,A,6,2,0.333
5,2,14,B,4,1,0.25
5,2,14,C,6,2,0.333
5,2,14,D,4,1,0.25
5,2,15,A,6,2,0.333
5,2,15,B,4,1,0.25
5,2,15,C,6,1,0.167
5,2,15,D,4,1,0.25
5,2,16,A,6,1,0.167
5,2,16,B,4,0,0.0
5,2,16,C,6,0,0.0
5,2,16,D,4,0,0.0
5,2,17,A,6,1,0.167
5,2,17,B,4,1,0.25
5,2,17,C,6,0,0.0
5,2,17,D,4,1,0.25
5,2,18,A,6,0,0.0
5,2,18,B,4,0,0.0
5,2,18,C,6,0,0.0
5,2,18,D,4,0,0.0
5,3,6,A,6,1,0.167
5,3,6,B,4,1,0.25
5,3,6,C,6,2,0.333
5,3,6,D,4,0,0.0
5,3,7,A,6,2,0.333
5,3,7,B,4,2,0.5
5,3,7,C,6,2,0.333
5,3,7,D,4,0,0.0
5,3,8,A,6,3,0.5
5,3,8,B,4,2,0.5
5,3,8,C,6,3,0.5
5,3,8,D,4,1,0.25
5,3,9,A,6,3,0.5
5,3,9,B,4,1,0.25
5,3,9,C,6,2,0.333
5,3,9,D,4,2,0.5
5,3,10,A,6,2,0.333
5,3,10,B,4,1,0.25
5,3,10,C,6,2,0.333
5,3,10,D,4,2,0.5
5,3,11,A,6,2,0.333
5,3,11,B,4,2,0.5
5,3,11,C,6,2,0.333
5,3,11,D,4,1,0.25
5,3,12,A,6,2,0.333
5,3,12,B,4,1,0.25
